order_id,customer_id,store_id,employee_id,order_date,total_amount
11287,1574,24,142,2024-06-23,12.63
11288,6790,41,246,2024-04-29,18.90
11289,6570,44,259,2024-08-23,62.62
11290,6604,28,165,2024-01-18,11.44
11291,2952,20,120,2024-12-28,56.15
11292,2062,26,154,2024-05-14,10.36
11293,9503,31,182,2024-01-04,24.62
11294,5514,41,241,2024-12-07,49.23
11295,9177,14,82,2024-10-06,35.74
11296,6369,24,140,2024-01-23,27.60
11297,220,13,74,2024-05-08,33.83
11298,3481,46,271,2024-01-28,14.68
11299,1850,9,53,2024-04-13,17.16
11300,8421,31,183,2024-02-25,42.48
11301,7875,9,51,2024-02-23,45.89
11302,37,20,118,2024-08-20,37.02
11303,4234,10,57,2024-07-16,50.33
11304,6377,45,269,2024-11-06,17.67
11305,563,49,294,2024-01-23,39.97
11306,4238,1,6,2024-04-06,19.26
11307,6479,13,74,2024-11-04,36.64
11308,5456,28,163,2024-04-29,36.76
11309,9711,49,289,2024-03-10,14.20
11310,1014,44,263,2024-09-08,69.80
11311,8054,43,254,2024-01-19,19.15
11312,783,39,233,2024-05-20,99.72
11313,6757,38,227,2024-11-13,19.35
11314,4006,42,249,2024-08-12,28.78
11315,8608,14,82,2024-06-01,61.29
11316,8600,44,260,2024-07-31,9.65
11317,6242,9,54,2024-01-27,17.78
11318,7623,13,74,2024-10-25,15.35
11319,7971,25,146,2024-08-21,42.78
11320,5165,10,58,2024-02-15,17.21
11321,6680,31,183,2024-06-26,32.38
11322,7872,37,220,2024-05-20,7.86
11323,3310,11,61,2024-01-28,13.76
11324,8284,10,58,2024-07-11,24.38
11325,6206,29,171,2024-01-25,38.52
11326,9657,37,222,2024-06-01,14.93
11327,2059,18,104,2024-09-11,32.28
11328,5580,43,258,2024-08-22,22.18
11329,17,29,169,2024-04-30,21.00
11330,8333,40,235,2024-12-26,15.16
11331,4072,44,262,2024-03-15,20.28
11332,5059,26,154,2024-01-03,8.40
11333,198,2,10,2024-12-02,52.20
11334,8634,23,137,2024-03-10,22.43
11335,9385,27,162,2024-06-25,8.57
11336,5942,46,275,2024-06-09,21.46
11337,6996,17,98,2024-03-21,8.74
11338,2944,44,263,2024-06-12,53.12
11339,6680,39,233,2024-11-20,21.96
11340,9791,29,173,2024-07-11,28.89
11341,5493,21,125,2024-12-03,7.57
11342,7851,33,196,2024-06-22,31.11
11343,9182,33,193,2024-02-20,26.11
11344,7256,40,239,2024-04-14,27.22
11345,9766,26,152,2024-07-11,19.04
11346,3679,6,31,2024-04-30,31.69
11347,474,46,272,2024-12-09,21.16
11348,984,30,175,2024-02-19,36.11
11349,6338,7,41,2024-02-01,25.27
11350,564,25,148,2024-08-15,20.28
11351,2782,49,289,2024-03-06,14.49
11352,3219,43,254,2024-11-03,63.54
11353,2608,26,154,2024-10-08,13.13
11354,6145,32,189,2024-11-05,23.65
11355,3209,12,68,2024-09-26,46.73
11356,911,37,221,2024-03-22,27.53
11357,2806,49,294,2024-11-13,8.15
11358,6690,47,281,2024-04-12,20.13
11359,4264,20,117,2024-01-25,60.32
11360,999,8,45,2024-11-30,27.45
11361,7303,39,231,2024-03-25,7.46
11362,4025,28,164,2024-06-26,26.20
11363,6743,33,198,2024-04-22,20.52
11364,4153,30,180,2024-07-01,37.02
11365,8078,16,94,2024-06-04,27.07
11366,3244,15,89,2024-06-09,9.65
11367,9678,8,45,2024-04-24,21.16
11368,4094,49,290,2024-08-19,47.69
11369,1859,41,245,2024-03-10,24.04
11370,8761,48,288,2024-11-07,49.38
11371,2985,48,284,2024-06-03,26.82
11372,4286,2,12,2024-09-03,27.03
11373,8671,10,59,2024-05-23,17.73
11374,5158,34,203,2024-09-24,19.58
11375,6120,12,71,2024-03-19,82.13
11376,1073,49,289,2024-08-30,25.59
11377,9045,18,107,2024-05-18,27.54
11378,8434,9,53,2024-01-29,22.25
11379,6837,18,105,2024-02-20,65.69
11380,3327,44,264,2024-05-22,58.15
11381,8332,45,270,2024-05-17,24.41
11382,6897,37,220,2024-06-13,41.10
11383,694,34,202,2024-11-07,15.87
11384,5826,17,99,2024-11-05,16.33
11385,370,32,192,2024-09-29,37.21
11386,5051,37,217,2024-12-01,12.41
11387,3323,7,39,2024-09-24,7.29
11388,5981,32,187,2024-06-30,22.33
11389,6856,32,191,2024-06-03,19.28
11390,5927,25,146,2024-03-09,13.39
11391,1254,42,251,2024-09-28,72.52
11392,4508,48,284,2024-10-11,28.27
11393,9257,47,280,2024-05-08,31.16
11394,1961,2,8,2024-03-13,42.89
11395,4559,49,294,2024-01-18,38.17
11396,5710,18,108,2024-12-15,41.28
11397,4030,38,225,2024-09-11,13.68
11398,8227,6,35,2024-11-14,24.12
11399,6221,32,192,2024-11-01,27.04
11400,4215,10,60,2024-03-26,53.12
11401,8029,23,136,2024-02-20,41.28
11402,5029,32,191,2024-10-01,27.50
11403,7313,13,78,2024-06-03,23.00
11404,1384,8,47,2024-11-06,50.89
11405,7274,19,112,2024-08-25,26.29
11406,497,49,292,2024-07-01,34.32
11407,1675,47,278,2024-11-09,24.44
11408,4898,2,8,2024-04-29,14.15
11409,9516,7,42,2024-02-02,12.03
11410,7277,17,100,2024-11-30,47.85
11411,7891,17,99,2024-07-13,6.81
11412,1139,50,297,2024-06-22,7.25
11413,4314,49,291,2024-09-03,30.27
11414,6614,50,300,2024-09-14,14.97
11415,3249,47,282,2024-09-11,29.45
11416,8364,40,236,2024-06-12,19.95
11417,5431,6,35,2024-04-11,10.87
11418,3818,32,187,2024-06-30,13.24
11419,6804,32,188,2024-01-17,13.78
11420,6448,42,248,2024-10-03,20.22
11421,4005,6,32,2024-05-03,13.30
11422,4987,37,220,2024-06-19,31.31
11423,4858,14,82,2024-03-20,35.73
11424,4693,35,209,2024-03-29,19.98
11425,6613,11,62,2024-10-07,19.13
11426,1896,20,117,2024-02-01,26.90
11427,5609,2,7,2024-11-13,27.50
11428,2753,7,41,2024-01-21,25.50
11429,280,35,207,2024-03-07,42.19
11430,7778,37,218,2024-02-15,54.06
11431,4166,19,111,2024-04-16,21.78
11432,9282,36,212,2024-07-21,7.47
11433,2806,44,261,2024-03-03,12.20
11434,3325,5,26,2024-12-25,27.22
11435,7180,15,85,2024-08-01,26.42
11436,3815,3,18,2024-10-17,8.67
11437,337,2,9,2024-06-07,33.08
11438,5999,5,27,2024-12-12,16.60
11439,981,29,170,2024-01-01,26.22
11440,9567,18,103,2024-07-08,20.16
11441,9910,41,242,2024-11-26,30.90
11442,5756,20,116,2024-05-01,30.91
11443,649,23,135,2024-11-18,28.04
11444,2373,13,78,2024-01-27,21.16
11445,6441,45,267,2024-09-12,12.82
11446,9202,36,213,2024-01-17,58.72
11447,4235,10,56,2024-10-15,11.92
11448,4978,9,49,2024-06-24,24.50
11449,6504,21,121,2024-02-24,17.78
11450,2086,15,85,2024-11-05,34.48
11451,1237,49,291,2024-08-22,26.66
11452,5637,43,254,2024-10-03,9.25
11453,4715,49,290,2024-05-24,40.36
11454,7684,44,260,2024-10-11,34.48
11455,1863,27,157,2024-12-21,12.08
11456,2407,10,59,2024-03-11,55.48
11457,1421,50,296,2024-06-23,18.48
11458,146,26,156,2024-10-28,32.10
11459,2181,18,104,2024-02-09,11.37
11460,2340,23,133,2024-10-22,12.24
11461,3829,9,52,2024-04-16,21.41
11462,4437,10,56,2024-01-01,33.66
11463,4118,26,151,2024-07-09,31.34
11464,2546,1,2,2024-04-24,22.72
11465,3521,17,102,2024-05-22,36.97
11466,8054,26,155,2024-02-10,54.32
11467,4957,12,72,2024-04-13,19.85
11468,791,17,102,2024-05-09,18.43
11469,5450,13,74,2024-03-07,30.16
11470,1202,48,288,2024-08-22,19.65
11471,1278,6,36,2024-07-05,37.42
11472,3524,35,208,2024-01-18,62.11
11473,8985,4,24,2024-01-26,16.91
11474,5440,35,206,2024-05-17,29.03
11475,709,10,57,2024-09-21,33.40
11476,1569,36,211,2024-05-28,27.36
11477,670,42,248,2024-10-24,39.26
11478,4304,22,127,2024-03-09,9.24
11479,3695,5,25,2024-04-30,23.83
11480,5367,47,277,2024-07-01,49.72
11481,8854,11,65,2024-08-19,12.90
11482,8010,6,36,2024-09-21,8.65
11483,6825,2,12,2024-07-21,40.14
11484,9460,23,135,2024-11-20,34.47
11485,9338,38,228,2024-06-13,22.00
11486,6585,5,30,2024-11-25,72.44
11487,1385,36,211,2024-07-21,34.08
11488,9728,3,14,2024-10-30,16.43
11489,9650,11,61,2024-12-31,33.89
11490,7671,25,150,2024-08-03,9.27
11491,2108,30,175,2024-08-17,45.28
11492,2594,40,240,2024-04-30,55.13
11493,1224,12,67,2024-07-27,7.58
11494,271,32,190,2024-12-01,38.85
11495,8089,16,96,2024-08-11,77.81
11496,739,28,167,2024-10-25,88.73
11497,5912,34,203,2024-01-21,45.34
11498,6348,13,76,2024-05-05,27.32
11499,1699,14,82,2024-06-05,66.71
11500,8616,44,263,2024-12-21,45.65
11501,4515,11,64,2024-07-22,25.71
11502,5571,31,184,2024-01-24,24.72
11503,732,23,138,2024-11-10,18.66
11504,7968,15,90,2024-03-25,20.56
11505,6800,41,246,2024-12-20,35.50
11506,5835,14,80,2024-08-27,20.29
11507,2634,17,101,2024-01-31,17.05
11508,1302,31,184,2024-11-09,25.88
11509,3909,34,202,2024-03-11,128.06
11510,7435,36,213,2024-08-11,14.72
11511,9928,48,288,2024-06-16,34.34
11512,681,42,249,2024-12-02,33.81
11513,6299,40,235,2024-08-28,41.37
11514,1684,48,283,2024-12-28,21.13
11515,4248,35,207,2024-11-05,20.64
11516,4674,2,12,2024-12-15,41.24
11517,9939,46,272,2024-09-11,24.02
11518,6553,28,163,2024-10-06,33.39
11519,9894,44,259,2024-12-10,28.97
11520,9593,19,109,2024-03-03,65.34
11521,4717,28,167,2024-04-29,22.23
11522,476,46,271,2024-01-30,34.91
11523,3773,4,24,2024-05-28,62.24
11524,9893,5,29,2024-11-27,47.95
11525,6159,11,63,2024-07-26,33.06
11526,5640,15,86,2024-03-29,17.94
11527,4191,22,132,2024-09-12,23.83
11528,9579,40,236,2024-07-30,27.69
11529,2451,42,247,2024-04-29,30.00
11530,6201,9,52,2024-02-29,19.21
11531,3018,32,192,2024-06-19,29.76
11532,7092,1,1,2024-02-03,19.77
11533,7671,34,201,2024-02-07,20.60
11534,4790,39,229,2024-03-12,9.92
11535,8036,36,215,2024-10-07,48.03
11536,5518,35,210,2024-12-29,21.87
11537,3493,33,195,2024-09-14,22.41
11538,7685,11,62,2024-02-21,19.92
11539,1925,35,209,2024-10-21,32.10
11540,1435,20,119,2024-02-20,15.49
11541,9108,48,288,2024-12-22,69.83
11542,8775,29,171,2024-10-21,44.61
11543,7722,45,266,2024-11-15,17.46
11544,6718,36,215,2024-01-28,11.71
11545,6557,26,153,2024-09-06,34.10
11546,2865,29,174,2024-10-31,29.32
11547,6153,16,95,2024-02-06,16.07
11548,2374,3,13,2024-07-07,12.65
11549,7995,6,31,2024-03-24,51.85
11550,880,15,90,2024-07-29,11.92
11551,8093,2,7,2024-04-22,34.11
11552,8321,44,263,2024-11-14,17.84
11553,2625,13,76,2024-02-14,27.80
11554,425,5,30,2024-07-20,16.58
11555,189,2,9,2024-06-15,28.26
11556,2704,29,173,2024-05-28,44.12
11557,381,43,255,2024-04-24,10.31
11558,1141,36,216,2024-03-01,27.34
11559,6680,3,17,2024-01-24,28.51
11560,530,40,239,2024-01-04,16.46
11561,2675,24,141,2024-07-06,25.57
11562,3766,47,280,2024-08-05,21.26
11563,9314,36,214,2024-09-17,21.76
11564,5701,22,127,2024-02-13,10.01
11565,116,25,150,2024-03-24,20.13
11566,7420,48,287,2024-10-18,22.88
11567,8766,29,169,2024-10-23,59.60
11568,185,27,162,2024-11-10,46.18
11569,2106,3,14,2024-12-19,22.89
11570,6402,26,154,2024-01-27,64.39
11571,6958,44,264,2024-06-16,11.45
11572,9996,1,1,2024-09-16,24.91
11573,8910,50,296,2024-05-10,44.60
11574,6170,8,43,2024-07-02,25.12
11575,3550,23,137,2024-02-13,15.43
11576,4344,22,129,2024-10-23,26.70
11577,4029,42,247,2024-01-11,23.38
11578,8419,48,283,2024-12-23,23.87
11579,5508,4,24,2024-02-28,23.33
11580,1071,6,36,2024-10-31,13.11
11581,7519,40,239,2024-02-21,14.34
11582,70,45,265,2024-06-15,22.57
11583,8931,2,10,2024-10-17,59.07
11584,3413,23,137,2024-01-31,20.27
11585,1407,47,280,2024-05-06,12.32
11586,7214,33,196,2024-10-01,57.51
11587,3673,28,165,2024-02-08,17.39
11588,7001,5,26,2024-07-08,42.79
11589,5354,22,127,2024-04-27,13.08
11590,7024,21,122,2024-08-16,95.59
11591,7838,37,220,2024-01-06,21.62
11592,8532,32,192,2024-04-17,13.21
11593,9288,31,182,2024-07-19,10.84
11594,2091,24,139,2024-07-08,19.10
11595,1028,30,178,2024-07-30,26.87
11596,5685,49,290,2024-03-14,11.06
11597,6377,39,229,2024-11-17,16.68
11598,402,42,248,2024-08-31,10.48
11599,5449,14,83,2024-06-30,10.28
11600,6704,15,88,2024-09-05,22.36
11601,6438,13,78,2024-09-13,19.18
11602,6652,47,282,2024-12-25,17.34
11603,5354,17,102,2024-02-19,18.41
11604,7554,3,16,2024-09-25,8.83
11605,7968,18,104,2024-12-19,63.02
11606,3490,42,252,2024-10-15,80.31
11607,4503,43,253,2024-05-14,20.27
11608,6266,28,164,2024-05-05,9.13
11609,2989,9,50,2024-11-26,74.20
11610,8178,25,148,2024-02-20,33.11
11611,2670,26,152,2024-09-13,21.00
11612,2435,32,188,2024-04-26,15.37
11613,9277,9,51,2024-05-10,25.68
11614,3481,17,98,2024-06-01,83.60
11615,59,14,82,2024-02-14,21.75
11616,3440,29,169,2024-10-21,50.65
11617,9120,3,15,2024-11-24,22.44
11618,6053,36,213,2024-12-30,29.21
11619,917,42,249,2024-07-04,30.22
11620,9973,14,82,2024-02-04,32.73
11621,297,21,125,2024-01-16,15.92
11622,5379,39,232,2024-10-31,24.69
11623,3202,30,178,2024-02-23,14.46
11624,6209,42,247,2024-11-22,59.29
11625,3370,38,228,2024-05-23,19.42
11626,9774,14,83,2024-12-13,14.99
11627,1265,8,48,2024-12-05,34.77
11628,9595,40,236,2024-08-23,10.96
11629,2106,6,35,2024-03-19,30.10
11630,7743,9,51,2024-01-24,36.71
11631,6970,8,44,2024-06-22,41.66
11632,8252,43,254,2024-02-28,37.39
11633,7728,12,69,2024-08-30,8.11
11634,5538,45,267,2024-12-04,14.46
11635,2842,8,47,2024-08-31,19.62
11636,1441,30,175,2024-10-14,30.79
11637,7009,29,170,2024-12-22,42.71
11638,6368,7,42,2024-06-12,9.30
11639,646,11,65,2024-02-18,19.14
11640,9976,22,130,2024-11-29,16.61
11641,884,27,159,2024-01-07,17.32
11642,2730,44,261,2024-04-11,35.46
11643,2705,44,259,2024-09-25,16.20
11644,2919,31,182,2024-02-17,66.93
11645,7401,36,212,2024-09-17,15.88
11646,8903,26,152,2024-12-28,35.07
11647,8369,36,215,2024-06-19,56.67
11648,1582,11,61,2024-02-18,7.25
11649,185,26,151,2024-01-14,25.65
11650,1360,48,283,2024-04-18,19.06
11651,5836,16,94,2024-07-07,24.31
11652,8686,20,117,2024-04-14,33.37
11653,2920,11,64,2024-06-23,23.10
11654,2739,43,254,2024-06-26,46.76
11655,2871,44,261,2024-10-28,28.64
11656,1537,10,56,2024-07-25,12.65
11657,5596,14,83,2024-08-13,21.75
11658,8036,35,205,2024-05-18,16.31
11659,4119,45,267,2024-03-23,38.41
11660,6921,23,138,2024-04-03,17.20
11661,7009,44,260,2024-12-05,19.60
11662,6460,7,42,2024-03-10,20.47
11663,4431,39,234,2024-09-26,32.40
11664,3286,15,89,2024-09-26,7.85
11665,218,41,242,2024-09-09,26.83
11666,3630,43,256,2024-04-01,10.67
11667,6552,44,260,2024-03-06,58.05
11668,8322,7,38,2024-04-30,57.35
11669,7134,7,42,2024-09-02,31.46
11670,610,44,262,2024-04-27,58.94
11671,6153,6,31,2024-01-11,15.45
11672,8675,28,165,2024-01-06,19.52
11673,5299,33,196,2024-06-10,24.77
11674,6494,13,73,2024-08-11,15.24
11675,4447,18,103,2024-07-31,40.26
11676,3826,40,240,2024-08-31,8.95
11677,192,1,2,2024-02-11,17.03
11678,7237,23,134,2024-11-08,53.53
11679,4460,2,10,2024-09-10,73.61
11680,3665,16,96,2024-06-28,25.01
11681,9755,21,125,2024-10-17,16.60
11682,1319,6,33,2024-06-10,21.25
11683,6826,32,189,2024-01-05,7.44
11684,6693,46,276,2024-10-26,15.84
11685,4146,28,163,2024-12-30,33.26
11686,7887,40,237,2024-02-27,13.01
11687,6029,16,92,2024-02-04,43.20
11688,6900,32,188,2024-11-02,11.38
11689,9508,5,25,2024-11-26,15.59
11690,8445,14,79,2024-06-12,14.34
11691,8152,14,81,2024-03-29,22.02
11692,6452,18,106,2024-06-20,18.15
11693,6768,28,168,2024-03-27,16.82
11694,7987,49,291,2024-06-21,22.90
11695,9251,11,63,2024-06-22,51.29
11696,1210,33,193,2024-10-19,27.89
11697,4923,4,24,2024-04-26,56.51
11698,357,45,269,2024-10-22,31.19
11699,524,48,283,2024-11-08,20.03
11700,5763,33,194,2024-05-23,26.38
11701,8615,19,110,2024-04-03,34.40
11702,5207,45,270,2024-02-23,20.10
11703,6264,32,187,2024-01-30,32.40
11704,9191,28,168,2024-02-11,35.02
11705,8320,33,194,2024-03-08,10.10
11706,1092,36,214,2024-11-27,14.40
11707,8025,15,87,2024-05-16,16.98
11708,1446,23,134,2024-09-03,51.45
11709,699,44,260,2024-04-18,17.97
11710,8652,41,246,2024-03-29,36.64
11711,7013,46,276,2024-08-21,20.59
11712,6939,21,125,2024-10-09,23.84
11713,7542,27,160,2024-08-11,25.82
11714,8625,26,153,2024-01-25,20.22
11715,4770,25,146,2024-10-06,13.66
11716,6933,49,291,2024-04-08,19.91
11717,5719,23,138,2024-04-22,22.13
11718,2591,19,113,2024-01-04,34.39
11719,9224,40,236,2024-07-22,18.96
11720,9986,50,296,2024-07-28,37.93
11721,5461,6,33,2024-07-01,10.47
11722,7827,43,258,2024-10-01,24.56
11723,7071,24,141,2024-04-29,34.66
11724,3871,5,27,2024-01-03,15.27
11725,1415,42,250,2024-02-18,21.35
11726,5158,8,46,2024-12-04,64.73
11727,3494,29,173,2024-02-14,34.40
11728,5706,15,90,2024-06-06,31.11
11729,6129,38,223,2024-01-14,39.08
11730,7723,39,229,2024-10-24,42.29
11731,8728,5,27,2024-12-20,32.04
11732,2739,49,293,2024-10-16,53.67
11733,225,3,17,2024-12-19,31.38
11734,643,19,111,2024-08-25,33.24
11735,5526,1,6,2024-10-02,42.16
11736,9534,20,116,2024-08-26,21.74
11737,487,39,230,2024-10-07,40.57
11738,6097,7,40,2024-07-20,14.92
11739,8799,30,176,2024-06-21,20.66
11740,957,16,96,2024-12-15,35.90
11741,2433,47,282,2024-01-14,20.94
11742,3401,26,156,2024-01-26,20.46
11743,2278,48,288,2024-01-02,32.41
11744,2984,13,78,2024-07-02,33.14
11745,9255,18,108,2024-10-07,47.32
11746,2579,16,91,2024-12-01,16.80
11747,346,12,69,2024-11-01,28.82
11748,4635,24,141,2024-07-08,11.14
11749,906,30,176,2024-04-25,19.50
11750,4390,7,39,2024-10-27,47.44
11751,5221,33,198,2024-09-09,34.50
11752,4388,31,181,2024-12-20,29.12
11753,8479,35,205,2024-10-13,33.88
11754,39,31,183,2024-11-27,62.69
11755,1780,13,74,2024-02-25,41.07
11756,2687,29,172,2024-09-28,22.94
11757,2410,43,253,2024-03-20,33.28
11758,1475,31,186,2024-07-18,39.46
11759,8961,9,53,2024-03-29,21.96
11760,3760,40,240,2024-06-29,11.76
11761,5853,16,96,2024-12-08,22.50
11762,9604,29,170,2024-12-17,36.51
11763,2135,49,294,2024-08-10,17.73
11764,6759,21,121,2024-02-24,25.91
11765,5481,30,176,2024-11-15,7.43
11766,5943,16,93,2024-12-23,5.68
11767,6243,40,240,2024-08-04,26.60
11768,1114,17,101,2024-09-08,70.74
11769,1441,10,57,2024-04-02,76.15
11770,6737,9,49,2024-04-05,26.58
11771,9078,15,90,2024-11-02,23.64
11772,4607,18,104,2024-07-26,8.52
11773,7640,50,299,2024-04-29,21.62
11774,587,33,195,2024-03-20,29.35
11775,4000,47,280,2024-10-01,22.28
11776,7467,21,124,2024-05-12,22.81
11777,6666,18,105,2024-05-16,22.13
11778,5931,16,94,2024-12-05,63.46
11779,3509,3,13,2024-06-10,16.69
11780,341,14,84,2024-09-18,33.89
11781,6351,1,1,2024-01-09,17.75
11782,309,48,288,2024-01-30,13.14
11783,6227,16,92,2024-04-09,19.62
11784,7227,37,219,2024-07-09,20.36
11785,1110,1,4,2024-01-31,17.93
11786,5782,23,133,2024-03-24,47.79
11787,1625,29,172,2024-06-13,18.54
11788,9828,31,186,2024-08-30,15.14
11789,9526,11,64,2024-03-10,10.32
11790,3531,25,148,2024-08-26,39.88
11791,3738,24,144,2024-04-21,21.97
11792,1651,47,277,2024-10-08,9.93
11793,181,36,212,2024-07-31,12.29
11794,7602,21,123,2024-12-11,19.10
11795,3963,40,239,2024-08-16,56.84
11796,2130,2,12,2024-10-14,31.58
11797,252,49,291,2024-07-13,22.97
11798,4735,50,297,2024-01-21,25.77
11799,3947,48,284,2024-04-24,32.90
11800,1721,39,233,2024-10-11,20.30
11801,2616,45,267,2024-08-31,17.25
11802,2596,27,157,2024-04-14,17.09
11803,7045,39,229,2024-06-16,22.46
11804,7503,22,131,2024-01-30,17.86
11805,7180,16,92,2024-01-28,36.40
11806,3823,22,130,2024-04-12,22.95
11807,9502,18,104,2024-12-08,34.04
11808,3008,1,3,2024-06-09,30.22
11809,697,8,45,2024-03-18,26.67
11810,4460,7,42,2024-04-10,50.24
11811,6847,26,152,2024-10-22,72.32
11812,7901,14,83,2024-08-18,59.72
11813,3014,13,73,2024-09-22,21.63
11814,977,8,46,2024-05-02,19.42
11815,7543,5,26,2024-12-31,15.77
11816,665,29,174,2024-09-15,37.17
11817,8786,7,38,2024-11-24,9.94
11818,9884,19,109,2024-06-15,33.82
11819,5770,3,15,2024-08-23,69.76
11820,7235,33,197,2024-09-13,23.51
11821,6292,39,232,2024-07-16,25.28
11822,3029,26,151,2024-02-22,38.34
11823,4326,27,159,2024-02-10,25.35
11824,5996,16,96,2024-12-14,19.94
11825,6578,27,157,2024-02-27,35.26
11826,1125,14,80,2024-08-16,27.77
11827,2172,36,212,2024-11-04,36.86
11828,2045,44,261,2024-07-05,10.27
11829,7593,9,52,2024-01-02,42.10
11830,1951,12,72,2024-03-10,49.94
11831,5298,30,178,2024-08-15,14.64
11832,4743,3,13,2024-01-28,55.54
11833,9034,13,78,2024-10-14,71.44
11834,4298,35,209,2024-10-03,17.00
11835,5506,2,12,2024-07-27,35.01
11836,5077,26,151,2024-11-10,30.87
11837,3247,46,271,2024-01-27,39.86
11838,3723,49,294,2024-03-02,38.94
11839,7461,29,171,2024-06-03,100.85
11840,9009,24,139,2024-01-29,60.29
11841,7293,29,169,2024-02-06,38.30
11842,7432,1,3,2024-12-08,42.04
11843,3690,11,62,2024-06-14,27.62
11844,6682,48,283,2024-05-15,83.76
11845,2149,29,174,2024-07-02,15.96
11846,6936,46,274,2024-06-01,43.86
11847,7802,12,67,2024-12-31,17.86
11848,9393,32,189,2024-05-19,30.14
11849,4795,47,279,2024-02-28,28.57
11850,6651,1,4,2024-03-04,65.00
11851,3354,49,292,2024-12-19,57.28
11852,8373,17,98,2024-09-29,25.89
11853,1576,47,282,2024-04-10,29.83
11854,7262,36,216,2024-11-20,15.86
11855,5075,29,172,2024-03-20,20.45
11856,6739,28,164,2024-10-14,19.64
11857,2410,29,173,2024-02-02,17.78
11858,6419,40,239,2024-01-24,52.94
11859,2740,42,250,2024-08-14,108.20
11860,6088,26,151,2024-03-26,10.31
11861,9723,19,111,2024-03-03,17.40
11862,6360,31,185,2024-09-14,27.19
11863,8562,32,188,2024-01-29,7.93
11864,2074,17,99,2024-06-04,75.88
11865,404,23,138,2024-12-21,25.90
11866,3817,6,36,2024-03-25,23.83
11867,5923,35,205,2024-09-07,19.00
11868,5908,5,27,2024-04-15,14.04
11869,7900,8,46,2024-08-28,20.15
11870,3237,39,230,2024-06-13,30.62
11871,1359,15,86,2024-03-18,18.11
11872,9267,40,239,2024-11-06,11.73
11873,6946,6,35,2024-07-11,7.74
11874,4242,1,3,2024-04-20,25.38
11875,5345,5,27,2024-09-07,12.50
11876,4300,19,110,2024-05-29,12.95
11877,5082,47,282,2024-02-19,15.58
11878,7205,22,131,2024-07-10,19.85
11879,8264,45,269,2024-08-08,27.88
11880,3444,5,26,2024-03-22,21.23
11881,9888,18,106,2024-01-06,28.24
11882,4847,49,293,2024-03-27,16.54
11883,1267,32,187,2024-08-11,15.52
11884,8283,17,97,2024-01-07,21.73
11885,5043,1,4,2024-05-19,31.91
11886,1705,38,226,2024-03-22,49.16
11887,405,48,283,2024-11-20,24.07
11888,1068,3,17,2024-11-26,8.61
11889,3676,5,26,2024-10-11,19.16
11890,9845,20,118,2024-06-24,18.26
11891,6964,21,123,2024-07-01,43.46
11892,4523,36,213,2024-03-06,31.99
11893,9386,29,174,2024-07-10,16.30
11894,5067,21,126,2024-07-12,21.59
11895,9710,24,142,2024-07-12,28.32
11896,8334,29,173,2024-05-06,40.26
11897,4610,25,150,2024-09-15,65.76
11898,5299,45,268,2024-04-11,35.53
11899,1106,10,58,2024-08-16,15.26
11900,4700,18,108,2024-12-01,18.89
11901,4816,50,295,2024-09-11,26.06
11902,6134,47,282,2024-03-01,32.73
11903,2840,6,35,2024-03-22,66.21
11904,7509,4,19,2024-10-05,29.87
11905,5132,47,278,2024-10-13,24.25
11906,7837,37,218,2024-11-09,17.86
11907,4193,45,265,2024-09-13,13.79
11908,170,33,198,2024-09-09,23.29
11909,8784,48,285,2024-10-26,17.93
11910,9502,33,196,2024-05-25,11.77
11911,1980,9,50,2024-10-12,11.33
11912,1697,13,73,2024-04-04,20.15
11913,5150,10,59,2024-05-15,29.53
11914,9362,34,204,2024-05-14,40.48
11915,5149,35,206,2024-03-13,34.49
11916,1392,32,192,2024-06-17,14.91
11917,7636,21,121,2024-04-16,31.34
11918,1506,35,210,2024-07-28,23.71
11919,4706,8,47,2024-10-18,9.77
11920,4460,8,46,2024-03-13,30.50
11921,8340,48,286,2024-10-13,35.66
11922,43,9,53,2024-05-13,50.67
11923,8086,40,236,2024-05-28,19.03
11924,4206,17,101,2024-01-02,50.18
11925,3658,22,129,2024-06-27,14.75
11926,2466,44,263,2024-10-21,44.16
11927,1830,13,75,2024-06-23,15.06
11928,6022,27,161,2024-02-10,22.46
11929,9513,9,50,2024-09-14,11.62
11930,8519,43,255,2024-07-08,24.03
11931,7097,17,97,2024-03-26,14.81
11932,455,1,3,2024-08-16,29.23
11933,9804,32,187,2024-12-21,14.51
11934,1507,48,286,2024-05-12,11.95
11935,3812,7,39,2024-12-09,22.59
11936,2086,15,90,2024-01-05,16.19
11937,30,31,182,2024-04-05,24.98
11938,6142,40,237,2024-09-20,23.91
11939,7837,8,45,2024-04-19,50.56
11940,4,19,110,2024-10-24,18.97
11941,2850,25,147,2024-06-24,15.24
11942,1298,47,281,2024-05-23,24.32
11943,5080,8,44,2024-04-28,22.58
11944,1299,2,10,2024-09-20,57.50
11945,8241,13,76,2024-10-20,23.15
11946,7085,24,141,2024-09-21,25.65
11947,3387,33,195,2024-05-23,20.13
11948,2631,40,236,2024-06-06,20.24
11949,284,18,105,2024-02-05,34.42
11950,526,31,185,2024-12-12,19.90
11951,2568,14,80,2024-09-30,20.98
11952,5334,3,17,2024-08-04,9.92
11953,2596,31,181,2024-07-25,22.58
11954,2677,23,134,2024-09-09,24.04
